Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Payment Method,Shipping Type,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Customer Segmentation,Seasonal Trends,Delivery Time,Number of Items Purchased
929,67,Male,Dress,Clothing,37,Arkansas,XL,Yellow,Winter,3.4,Bank Transfer,Store Pickup,31,Cash,Every 3 Months,Loyal,Summer preperation,29,9
930,59,Male,Boots,Footwear,94,Nebraska,M,White,Fall,4.5,Venmo,2-Day Shipping,26,Debit Card,Fortnightly,New,Pre-fall shopping,29,1
931,26,Male,T-shirt,Clothing,78,Hawaii,L,Green,Fall,4.5,Credit Card,Store Pickup,20,Credit Card,Bi-Weekly,VIP,Christmas present,18,7
932,24,Male,Coat,Outerwear,36,Nebraska,M,Silver,Winter,4.1,Cash,Standard,24,Bank Transfer,Fortnightly,VIP,Summer preperation,4,6
933,62,Male,Skirt,Clothing,24,Indiana,L,Blue,Winter,3.2,Venmo,Standard,45,Debit Card,Bi-Weekly,New,Summer preperation,21,1
934,70,Male,Sneakers,Footwear,84,Colorado,M,Magenta,Spring,2.7,Debit Card,Store Pickup,33,Debit Card,Monthly,Loyal,Pre-fall shopping,27,6
935,45,Male,Jeans,Clothing,47,Oregon,S,Yellow,Spring,3.7,Bank Transfer,Express,21,Bank Transfer,Monthly,New,Summer preperation,11,8
936,58,Male,Hoodie,Clothing,51,Ohio,L,White,Fall,2.6,Credit Card,Store Pickup,2,Bank Transfer,Fortnightly,New,Summer preperation,12,7
937,31,Male,Shoes,Footwear,84,Maine,M,Pink,Summer,2.7,Debit Card,Free Shipping,28,Cash,Weekly,New,Christmas present,3,5
938,32,Male,Shorts,Clothing,24,Iowa,M,Magenta,Summer,2.7,Debit Card,Express,18,Venmo,Quarterly,New,Summer preperation,17,6
939,36,Male,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,4.8,Bank Transfer,Free Shipping,21,Debit Card,Fortnightly,New,Pre-fall shopping,18,4
940,25,Male,T-shirt,Clothing,89,New York,L,Indigo,Winter,4.8,Venmo,Next Day Air,24,Credit Card,Monthly,New,Summer preperation,12,5
941,48,Male,Belt,Accessories,44,Colorado,S,Maroon,Spring,2.6,PayPal,Store Pickup,15,PayPal,Every 3 Months,New,Pre-fall shopping,9,1
942,39,Male,Handbag,Accessories,35,Illinois,L,Black,Winter,4.5,Bank Transfer,2-Day Shipping,38,PayPal,Every 3 Months,New,Pre-fall shopping,15,4
943,26,Male,Dress,Clothing,91,Arizona,M,Cyan,Winter,3.2,Cash,Express,38,PayPal,Bi-Weekly,New,Summer preperation,16,5
944,32,Male,Hat,Accessories,63,Oklahoma,L,Cyan,Winter,3.8,PayPal,Next Day Air,13,Venmo,Fortnightly,Loyal,Christmas present,25,3
945,54,Male,Belt,Accessories,97,Indiana,S,Gray,Spring,4.8,Debit Card,Express,39,Cash,Bi-Weekly,New,Christmas present,10,9
946,38,Male,Boots,Footwear,38,Minnesota,M,Violet,Summer,4.1,Debit Card,Store Pickup,8,Venmo,Every 3 Months,VIP,Christmas present,3,9
947,46,Male,Coat,Outerwear,24,Pennsylvania,XL,Blue,Spring,2.8,PayPal,Next Day Air,4,PayPal,Quarterly,VIP,Pre-fall shopping,24,4
948,57,Male,Blouse,Clothing,32,Indiana,M,Charcoal,Winter,3.9,Cash,Store Pickup,6,Cash,Every 3 Months,New,Pre-fall shopping,8,7
949,49,Male,Hat,Accessories,90,Alabama,L,Olive,Summer,4.9,Venmo,Express,11,Venmo,Every 3 Months,New,Back to school,22,1
950,33,Male,Jeans,Clothing,36,Montana,M,Olive,Summer,3.4,Cash,Standard,49,Venmo,Monthly,New,Christmas present,15,8
951,54,Male,Backpack,Accessories,37,New Mexico,XL,Turquoise,Winter,4.1,Cash,Free Shipping,30,PayPal,Quarterly,New,Pre-fall shopping,12,3
952,47,Male,Dress,Clothing,51,Alaska,M,Cyan,Summer,2.9,Venmo,Express,34,Bank Transfer,Monthly,VIP,Summer preperation,7,4
953,36,Male,Hat,Accessories,71,Idaho,S,Red,Fall,3.1,Bank Transfer,2-Day Shipping,28,PayPal,Monthly,Loyal,Summer preperation,30,8
954,68,Male,Sunglasses,Accessories,50,Utah,S,Cyan,Spring,3.6,Credit Card,2-Day Shipping,36,Venmo,Quarterly,New,Christmas present,24,8
955,60,Male,Hat,Accessories,74,Louisiana,S,Turquoise,Fall,3.5,Venmo,Standard,18,Credit Card,Every 3 Months,New,Summer preperation,6,7
956,55,Male,Dress,Clothing,75,Mississippi,L,Lavender,Summer,3.4,Venmo,Free Shipping,4,PayPal,Monthly,Loyal,Christmas present,28,1
957,29,Male,Shirt,Clothing,99,Mississippi,XL,Cyan,Spring,2.9,Venmo,2-Day Shipping,42,Debit Card,Quarterly,Loyal,Back to school,17,4
958,38,Male,Scarf,Accessories,23,Indiana,XL,Violet,Spring,4.7,Bank Transfer,Store Pickup,11,Cash,Quarterly,VIP,Pre-fall shopping,24,7
959,70,Male,Sneakers,Footwear,53,Washington,XL,Beige,Winter,4.4,Cash,Free Shipping,31,Credit Card,Bi-Weekly,Loyal,Summer preperation,14,1
960,36,Male,Skirt,Clothing,99,Nevada,M,Cyan,Spring,2.6,Cash,Standard,12,Cash,Fortnightly,Loyal,Back to school,17,9
961,18,Male,Jewelry,Accessories,48,Louisiana,XL,Indigo,Spring,4.4,Debit Card,Standard,20,Venmo,Quarterly,Loyal,Christmas present,3,6
962,62,Male,Boots,Footwear,72,Pennsylvania,L,Olive,Fall,3.7,Venmo,Next Day Air,37,Debit Card,Quarterly,VIP,Christmas present,8,3
963,29,Male,Sunglasses,Accessories,64,Michigan,L,Green,Spring,4.4,Cash,Standard,26,Debit Card,Fortnightly,New,Christmas present,8,6
964,21,Male,Boots,Footwear,63,South Carolina,L,Green,Spring,2.5,Cash,2-Day Shipping,14,Credit Card,Weekly,New,Back to school,10,3
965,42,Male,Sandals,Footwear,51,Arizona,M,Beige,Spring,2.6,Bank Transfer,Next Day Air,12,Venmo,Bi-Weekly,New,Pre-fall shopping,27,4
966,43,Male,Boots,Footwear,55,Delaware,L,Black,Spring,5.0,Debit Card,Store Pickup,10,Credit Card,Annually,Loyal,Pre-fall shopping,23,7
967,58,Male,Dress,Clothing,55,Kentucky,M,Brown,Spring,4.9,Cash,Express,19,Cash,Annually,Loyal,Summer preperation,30,9
968,27,Male,Hoodie,Clothing,26,Georgia,S,Silver,Summer,3.7,Debit Card,Store Pickup,4,Cash,Weekly,New,Pre-fall shopping,19,8
969,57,Male,Shorts,Clothing,67,North Carolina,L,Gray,Summer,3.1,Debit Card,Next Day Air,48,Bank Transfer,Quarterly,VIP,Christmas present,6,8
970,40,Male,Coat,Outerwear,31,California,S,Pink,Fall,3.2,Debit Card,Express,37,PayPal,Monthly,VIP,Summer preperation,5,5
971,45,Male,Jeans,Clothing,66,California,S,Maroon,Winter,4.4,PayPal,Free Shipping,4,Cash,Monthly,VIP,Back to school,5,3
972,47,Male,Sunglasses,Accessories,67,Indiana,M,Cyan,Summer,4.3,Bank Transfer,Next Day Air,15,Credit Card,Weekly,Loyal,Summer preperation,18,4
973,61,Male,Sneakers,Footwear,61,Colorado,L,Gold,Winter,3.0,Venmo,Standard,33,Credit Card,Weekly,Loyal,Christmas present,19,2
974,60,Male,Jacket,Outerwear,75,Colorado,M,Teal,Fall,3.5,Venmo,2-Day Shipping,30,Bank Transfer,Quarterly,Loyal,Back to school,13,9
975,69,Male,Skirt,Clothing,90,North Carolina,M,Beige,Spring,3.6,Credit Card,2-Day Shipping,23,Bank Transfer,Monthly,VIP,Pre-fall shopping,6,6
976,58,Male,Sweater,Clothing,40,Washington,M,Olive,Summer,3.8,Bank Transfer,2-Day Shipping,2,Bank Transfer,Weekly,VIP,Pre-fall shopping,14,8
977,34,Male,T-shirt,Clothing,90,Florida,M,Gray,Fall,3.6,PayPal,Express,50,Credit Card,Every 3 Months,Loyal,Christmas present,2,1
978,20,Male,Belt,Accessories,20,Washington,M,Black,Spring,4.6,Credit Card,Express,34,Cash,Bi-Weekly,New,Pre-fall shopping,22,7
979,56,Male,Gloves,Accessories,40,Colorado,M,Turquoise,Summer,2.5,Cash,Standard,33,Credit Card,Weekly,Loyal,Pre-fall shopping,8,9
980,64,Male,Hat,Accessories,33,New Hampshire,S,Brown,Fall,3.5,Venmo,Store Pickup,34,Debit Card,Monthly,New,Christmas present,14,7
981,56,Male,Boots,Footwear,98,Maryland,S,Magenta,Spring,4.0,Bank Transfer,Free Shipping,39,PayPal,Every 3 Months,Loyal,Back to school,9,9
982,27,Male,Belt,Accessories,42,Maryland,M,Silver,Spring,3.5,Debit Card,Next Day Air,47,Credit Card,Quarterly,New,Pre-fall shopping,11,6
983,35,Male,Coat,Outerwear,62,Texas,S,Red,Summer,3.2,Venmo,Standard,37,PayPal,Monthly,New,Back to school,3,3
984,24,Male,Hat,Accessories,45,New Mexico,L,Indigo,Winter,3.5,Credit Card,Free Shipping,40,Venmo,Bi-Weekly,VIP,Summer preperation,25,9
985,26,Male,Shoes,Footwear,78,Utah,M,Green,Summer,3.4,Cash,Free Shipping,8,Credit Card,Bi-Weekly,Loyal,Back to school,26,8
986,32,Male,Handbag,Accessories,80,West Virginia,M,Gray,Fall,5.0,Credit Card,Express,12,Bank Transfer,Annually,New,Back to school,19,8
987,54,Male,Scarf,Accessories,96,Connecticut,S,Peach,Spring,4.5,Credit Card,Store Pickup,36,Bank Transfer,Monthly,New,Summer preperation,24,2
988,62,Male,Handbag,Accessories,47,West Virginia,M,Charcoal,Summer,2.8,PayPal,Express,48,PayPal,Weekly,VIP,Summer preperation,4,6
989,50,Male,Pants,Clothing,84,Ohio,M,Orange,Winter,4.9,Venmo,2-Day Shipping,47,PayPal,Fortnightly,New,Summer preperation,9,7
990,70,Male,Shoes,Footwear,31,Texas,M,Beige,Spring,3.1,Bank Transfer,Store Pickup,2,Bank Transfer,Monthly,New,Back to school,6,6
991,48,Male,Sunglasses,Accessories,63,Washington,S,Yellow,Spring,4.8,PayPal,Store Pickup,24,Cash,Weekly,New,Summer preperation,2,4
992,20,Male,Shorts,Clothing,97,Wisconsin,XL,White,Spring,2.7,Debit Card,Standard,40,Bank Transfer,Bi-Weekly,New,Back to school,30,6
993,46,Male,Jacket,Outerwear,99,Louisiana,M,Gray,Winter,4.6,Credit Card,Express,50,Debit Card,Weekly,New,Summer preperation,22,3
994,51,Male,Sandals,Footwear,90,Iowa,M,Peach,Winter,4.4,Cash,Store Pickup,25,Cash,Weekly,VIP,Pre-fall shopping,6,8
995,53,Male,Shoes,Footwear,68,New York,L,Violet,Fall,3.2,PayPal,Express,20,Debit Card,Monthly,New,Christmas present,27,4
996,44,Male,Jewelry,Accessories,80,Idaho,M,Magenta,Spring,3.0,Venmo,2-Day Shipping,10,Venmo,Weekly,Loyal,Back to school,8,4
997,29,Male,Sandals,Footwear,91,Delaware,L,Maroon,Summer,4.9,Bank Transfer,Standard,32,Bank Transfer,Quarterly,Loyal,Pre-fall shopping,23,3
998,64,Male,Pants,Clothing,30,Kentucky,M,Cyan,Spring,3.6,Debit Card,Express,31,Cash,Fortnightly,VIP,Summer preperation,27,4
999,51,Male,Shoes,Footwear,90,Connecticut,M,White,Spring,3.8,Venmo,Next Day Air,48,Bank Transfer,Bi-Weekly,New,Pre-fall shopping,30,7
1000,50,Male,Socks,Clothing,28,New Mexico,L,Brown,Spring,2.9,Venmo,Standard,23,Debit Card,Monthly,Loyal,Summer preperation,22,8
1001,43,Male,Socks,Clothing,46,Georgia,M,Red,Winter,3.9,Credit Card,Express,1,Bank Transfer,Bi-Weekly,New,Christmas present,24,6
1002,61,Male,Dress,Clothing,60,Washington,M,Orange,Fall,3.6,Credit Card,Standard,4,Debit Card,Fortnightly,New,Pre-fall shopping,28,1
1003,55,Male,Shoes,Footwear,59,North Dakota,M,White,Spring,3.5,Credit Card,Store Pickup,3,Bank Transfer,Bi-Weekly,Loyal,Pre-fall shopping,21,1
1004,56,Male,Hat,Accessories,68,Ohio,M,Green,Fall,4.0,Cash,Store Pickup,3,Cash,Bi-Weekly,Loyal,Christmas present,10,5
1005,33,Male,Backpack,Accessories,79,Tennessee,M,Black,Summer,4.8,Cash,2-Day Shipping,44,Cash,Annually,New,Back to school,27,9
1006,43,Male,Backpack,Accessories,94,New York,M,Gold,Winter,3.9,Credit Card,Store Pickup,5,Debit Card,Bi-Weekly,Loyal,Summer preperation,21,1
1007,21,Male,Pants,Clothing,83,Michigan,S,Lavender,Summer,4.5,Credit Card,Next Day Air,50,Venmo,Quarterly,Loyal,Pre-fall shopping,16,9
1008,58,Male,Gloves,Accessories,62,Georgia,XL,Turquoise,Spring,4.8,Venmo,Standard,2,Credit Card,Annually,Loyal,Summer preperation,15,1
1009,41,Male,Scarf,Accessories,85,New Mexico,M,Pink,Spring,2.6,Cash,Store Pickup,29,PayPal,Annually,VIP,Pre-fall shopping,10,7
1010,39,Male,Hoodie,Clothing,30,Louisiana,M,Silver,Summer,3.1,Bank Transfer,Express,11,Venmo,Annually,Loyal,Christmas present,14,9
1011,54,Male,Jeans,Clothing,24,South Dakota,XL,Gray,Spring,4.7,PayPal,2-Day Shipping,37,Credit Card,Fortnightly,VIP,Summer preperation,11,1
1012,43,Male,Backpack,Accessories,25,Montana,L,Indigo,Spring,2.9,PayPal,Next Day Air,32,Debit Card,Fortnightly,Loyal,Christmas present,10,6
1013,28,Male,Sandals,Footwear,37,New Mexico,L,Teal,Summer,3.8,Cash,Express,27,Credit Card,Annually,New,Pre-fall shopping,30,9
1014,59,Male,Belt,Accessories,69,South Carolina,XL,Green,Summer,3.8,Bank Transfer,2-Day Shipping,31,Venmo,Bi-Weekly,Loyal,Back to school,11,9
1015,28,Male,Shoes,Footwear,97,Ohio,M,Violet,Summer,3.0,Bank Transfer,Standard,36,Debit Card,Fortnightly,VIP,Back to school,8,6
1016,68,Male,Gloves,Accessories,24,North Carolina,M,Cyan,Summer,4.1,Debit Card,Standard,34,Cash,Weekly,Loyal,Christmas present,11,2
1017,20,Male,Belt,Accessories,30,Idaho,XL,Blue,Summer,3.4,Cash,Express,15,Bank Transfer,Every 3 Months,VIP,Christmas present,9,6
1018,21,Male,Jacket,Outerwear,53,Oklahoma,L,Orange,Fall,2.5,Cash,Express,14,Credit Card,Annually,New,Pre-fall shopping,7,4
1019,50,Male,Dress,Clothing,70,Georgia,XL,Charcoal,Spring,4.9,Credit Card,Next Day Air,46,Cash,Weekly,New,Summer preperation,14,7
1020,32,Male,Shirt,Clothing,76,Kentucky,S,Beige,Winter,2.8,Debit Card,Standard,33,Venmo,Bi-Weekly,Loyal,Back to school,24,7
1021,24,Male,Scarf,Accessories,95,Delaware,M,Black,Fall,4.5,Bank Transfer,Express,41,Debit Card,Annually,Loyal,Back to school,13,8
1022,55,Male,Coat,Outerwear,51,Massachusetts,S,Lavender,Winter,4.9,Credit Card,2-Day Shipping,39,PayPal,Weekly,VIP,Pre-fall shopping,10,5
1023,61,Male,Handbag,Accessories,41,Nebraska,M,Lavender,Winter,4.9,Cash,Store Pickup,7,Cash,Annually,VIP,Summer preperation,3,7
1024,61,Male,Sunglasses,Accessories,71,Maine,S,Turquoise,Winter,3.5,Bank Transfer,Free Shipping,29,Bank Transfer,Every 3 Months,VIP,Pre-fall shopping,29,6
1025,28,Male,T-shirt,Clothing,66,Pennsylvania,M,Purple,Summer,3.5,Debit Card,Free Shipping,18,Venmo,Quarterly,Loyal,Back to school,21,6
1026,60,Male,Shirt,Clothing,84,Nebraska,M,Olive,Winter,4.9,Bank Transfer,Free Shipping,15,Credit Card,Annually,Loyal,Christmas present,22,6
1027,49,Male,Handbag,Accessories,95,Virginia,L,Turquoise,Winter,3.0,Venmo,Express,39,PayPal,Bi-Weekly,New,Christmas present,12,2
1028,33,Male,Jewelry,Accessories,90,Ohio,L,Teal,Summer,2.8,Cash,Next Day Air,11,Cash,Monthly,Loyal,Summer preperation,27,4
1029,45,Male,Hoodie,Clothing,36,Nebraska,S,Lavender,Summer,3.7,Venmo,Standard,4,Cash,Fortnightly,New,Summer preperation,28,3
1030,29,Male,Gloves,Accessories,22,Ohio,M,Purple,Spring,3.6,Credit Card,2-Day Shipping,33,Venmo,Bi-Weekly,VIP,Summer preperation,4,9
1031,58,Male,Coat,Outerwear,89,Kentucky,L,Blue,Winter,3.3,Credit Card,Next Day Air,37,Debit Card,Quarterly,Loyal,Pre-fall shopping,29,3
1032,22,Male,Sandals,Footwear,50,Tennessee,M,Teal,Spring,3.4,Cash,Free Shipping,32,Cash,Quarterly,VIP,Summer preperation,4,7
1033,55,Male,Boots,Footwear,36,Maine,M,Lavender,Fall,4.0,Bank Transfer,Free Shipping,44,Credit Card,Quarterly,VIP,Pre-fall shopping,22,9
1034,19,Male,Pants,Clothing,52,Montana,S,Silver,Spring,4.6,Credit Card,Free Shipping,41,Bank Transfer,Quarterly,Loyal,Christmas present,22,8
1035,68,Male,Socks,Clothing,29,Maryland,M,Olive,Fall,4.2,Venmo,Next Day Air,44,Bank Transfer,Weekly,New,Christmas present,13,4
1036,61,Male,Blouse,Clothing,89,Georgia,M,Brown,Fall,2.8,Venmo,Express,32,Venmo,Annually,New,Summer preperation,9,3
1037,68,Male,Handbag,Accessories,47,Hawaii,M,Yellow,Fall,3.7,Credit Card,2-Day Shipping,13,Bank Transfer,Monthly,VIP,Summer preperation,30,8
1038,52,Male,Jewelry,Accessories,25,Rhode Island,XL,Brown,Spring,3.4,Bank Transfer,Standard,48,Debit Card,Quarterly,VIP,Summer preperation,15,8
1039,41,Male,Pants,Clothing,74,Nebraska,XL,Cyan,Fall,3.0,Bank Transfer,Express,3,Bank Transfer,Weekly,New,Back to school,2,1
1040,29,Male,Belt,Accessories,46,Michigan,M,Magenta,Fall,4.8,PayPal,Standard,39,Venmo,Monthly,New,Christmas present,15,9
1041,68,Male,Jeans,Clothing,22,North Carolina,S,Magenta,Fall,4.0,Venmo,Next Day Air,7,Cash,Fortnightly,Loyal,Pre-fall shopping,23,8
1042,36,Male,Shirt,Clothing,25,Minnesota,M,Orange,Summer,4.9,Venmo,Next Day Air,11,Cash,Fortnightly,New,Pre-fall shopping,27,5
1043,55,Male,Belt,Accessories,80,Maryland,M,Maroon,Spring,4.9,Venmo,Next Day Air,47,Credit Card,Weekly,VIP,Pre-fall shopping,23,7
1044,28,Male,Jeans,Clothing,76,Hawaii,M,Green,Spring,3.3,Bank Transfer,2-Day Shipping,28,Debit Card,Fortnightly,Loyal,Back to school,19,9
1045,39,Male,Jeans,Clothing,30,Oregon,L,Teal,Summer,4.4,Credit Card,Next Day Air,17,Bank Transfer,Every 3 Months,Loyal,Summer preperation,14,6
1046,54,Male,Sweater,Clothing,79,New Mexico,L,Black,Fall,3.5,Cash,2-Day Shipping,11,PayPal,Bi-Weekly,New,Back to school,23,6
1047,40,Male,Sneakers,Footwear,22,Illinois,M,Magenta,Winter,4.2,Credit Card,Standard,12,Venmo,Annually,VIP,Back to school,26,1
1048,31,Male,Socks,Clothing,36,Utah,S,Olive,Fall,4.2,Debit Card,Standard,7,Credit Card,Fortnightly,VIP,Back to school,7,7
1049,30,Male,Socks,Clothing,77,Maine,L,Yellow,Fall,2.7,Cash,Standard,19,Venmo,Fortnightly,VIP,Christmas present,12,1
1050,45,Male,Sunglasses,Accessories,33,Virginia,S,Purple,Fall,2.8,Credit Card,Store Pickup,24,Cash,Quarterly,New,Pre-fall shopping,4,5
1051,48,Male,Sneakers,Footwear,64,Florida,M,Beige,Winter,3.8,Credit Card,Next Day Air,19,Venmo,Monthly,Loyal,Pre-fall shopping,12,8
1052,45,Male,Socks,Clothing,53,Ohio,M,Indigo,Fall,2.6,PayPal,Free Shipping,39,PayPal,Annually,VIP,Summer preperation,20,9
1053,60,Male,Shoes,Footwear,36,Virginia,XL,Pink,Fall,3.0,Venmo,2-Day Shipping,1,Credit Card,Fortnightly,New,Pre-fall shopping,9,6
1054,59,Male,Blouse,Clothing,70,Kansas,M,Blue,Spring,3.3,Cash,2-Day Shipping,10,Debit Card,Bi-Weekly,VIP,Christmas present,13,9
1055,18,Male,Shorts,Clothing,96,Arkansas,L,Cyan,Winter,4.9,Debit Card,Express,48,PayPal,Quarterly,New,Pre-fall shopping,18,2
1056,70,Male,Jacket,Outerwear,27,Massachusetts,M,Orange,Spring,3.3,PayPal,Next Day Air,24,Debit Card,Annually,VIP,Pre-fall shopping,17,8
1057,20,Male,Sweater,Clothing,64,Idaho,L,Black,Winter,2.9,Debit Card,2-Day Shipping,42,Venmo,Fortnightly,New,Christmas present,26,7
1058,65,Male,Jacket,Outerwear,23,Wisconsin,S,Maroon,Spring,4.4,Bank Transfer,2-Day Shipping,20,Credit Card,Weekly,Loyal,Summer preperation,20,3
1059,29,Male,Scarf,Accessories,33,New Mexico,L,Violet,Summer,3.1,Credit Card,Next Day Air,49,Bank Transfer,Every 3 Months,New,Summer preperation,12,6
1060,22,Male,Jacket,Outerwear,34,North Carolina,M,Beige,Winter,2.5,Venmo,Standard,25,Debit Card,Monthly,Loyal,Back to school,30,4
1061,27,Male,Sweater,Clothing,35,Iowa,S,Gray,Summer,2.6,PayPal,Next Day Air,21,Debit Card,Every 3 Months,New,Back to school,13,3
1062,36,Male,Coat,Outerwear,62,Idaho,M,Gray,Summer,4.4,Debit Card,Free Shipping,12,Venmo,Every 3 Months,Loyal,Summer preperation,25,7
1063,59,Male,Boots,Footwear,75,Ohio,M,Brown,Fall,2.6,Venmo,Next Day Air,21,Debit Card,Every 3 Months,Loyal,Pre-fall shopping,26,2
1064,62,Male,Hoodie,Clothing,29,Alabama,S,Indigo,Summer,3.3,Bank Transfer,Free Shipping,35,Cash,Monthly,New,Summer preperation,8,3
1065,34,Male,Hat,Accessories,28,Wyoming,M,Violet,Spring,3.5,Debit Card,Express,42,Credit Card,Every 3 Months,Loyal,Summer preperation,27,7
1066,59,Male,T-shirt,Clothing,20,Alabama,XL,Blue,Spring,4.1,Cash,Store Pickup,3,PayPal,Every 3 Months,New,Summer preperation,25,3
1067,49,Male,Coat,Outerwear,96,Mississippi,M,Red,Winter,4.0,Credit Card,Store Pickup,11,PayPal,Bi-Weekly,Loyal,Christmas present,25,8
1068,18,Male,Dress,Clothing,43,Pennsylvania,S,Peach,Summer,2.7,Venmo,2-Day Shipping,22,PayPal,Quarterly,VIP,Pre-fall shopping,24,2
1069,55,Male,Shirt,Clothing,94,Wyoming,M,Olive,Fall,2.5,Bank Transfer,Standard,47,Credit Card,Weekly,VIP,Summer preperation,7,7
1070,38,Male,Skirt,Clothing,81,Maryland,XL,White,Fall,4.3,Credit Card,Next Day Air,33,Venmo,Every 3 Months,VIP,Pre-fall shopping,18,7
1071,50,Male,Jewelry,Accessories,75,North Carolina,M,Magenta,Summer,3.3,Venmo,Free Shipping,50,Debit Card,Weekly,VIP,Summer preperation,22,3
1072,61,Male,Hat,Accessories,81,Pennsylvania,M,Beige,Summer,2.6,Cash,Express,46,Credit Card,Monthly,New,Back to school,19,7
1073,48,Male,Shorts,Clothing,92,Idaho,L,Gold,Fall,3.5,Bank Transfer,Express,34,Debit Card,Fortnightly,New,Pre-fall shopping,17,2
1074,22,Male,Scarf,Accessories,96,California,XL,Purple,Spring,4.0,Cash,Store Pickup,33,Credit Card,Monthly,VIP,Summer preperation,26,6
1075,48,Male,Jewelry,Accessories,71,Tennessee,S,White,Fall,2.6,PayPal,Standard,45,Bank Transfer,Fortnightly,New,Summer preperation,14,7
1076,57,Male,Sunglasses,Accessories,50,Missouri,L,Indigo,Summer,4.9,Debit Card,Next Day Air,32,Debit Card,Bi-Weekly,Loyal,Pre-fall shopping,7,2
1077,33,Male,Coat,Outerwear,72,North Dakota,L,Charcoal,Spring,2.9,Bank Transfer,Standard,47,Venmo,Bi-Weekly,VIP,Summer preperation,13,1
1078,58,Male,Jacket,Outerwear,28,West Virginia,M,Pink,Winter,3.7,Cash,Standard,5,PayPal,Quarterly,Loyal,Back to school,3,8
1079,37,Male,Sweater,Clothing,59,Arizona,M,Silver,Fall,4.4,Cash,Express,49,Credit Card,Fortnightly,New,Back to school,6,1
1080,18,Male,Coat,Outerwear,33,Oklahoma,S,Blue,Summer,4.4,Bank Transfer,Free Shipping,48,Bank Transfer,Monthly,New,Summer preperation,6,1
1081,65,Male,Scarf,Accessories,59,Pennsylvania,L,Blue,Fall,3.8,Bank Transfer,Express,22,Cash,Every 3 Months,Loyal,Summer preperation,3,2
1082,62,Male,Belt,Accessories,30,Idaho,XL,Brown,Spring,4.5,Cash,Standard,45,Credit Card,Annually,Loyal,Summer preperation,15,3
1083,54,Male,Hat,Accessories,85,South Carolina,XL,Cyan,Winter,2.6,PayPal,Next Day Air,30,Venmo,Quarterly,Loyal,Summer preperation,30,6
1084,35,Male,Backpack,Accessories,97,Washington,L,Teal,Summer,3.3,Credit Card,Store Pickup,43,Cash,Weekly,New,Pre-fall shopping,9,8
1085,34,Male,T-shirt,Clothing,36,Arkansas,S,Purple,Fall,4.1,Credit Card,Next Day Air,48,Cash,Quarterly,VIP,Back to school,17,2
1086,25,Male,Jewelry,Accessories,85,Utah,M,Turquoise,Winter,3.0,PayPal,Store Pickup,23,Venmo,Fortnightly,New,Back to school,12,7
1087,53,Male,Sunglasses,Accessories,62,Alaska,M,Olive,Winter,3.0,PayPal,Free Shipping,27,PayPal,Bi-Weekly,New,Back to school,22,3
1088,45,Male,Jeans,Clothing,71,West Virginia,S,White,Winter,3.4,PayPal,Next Day Air,7,Bank Transfer,Monthly,VIP,Back to school,11,7
1089,49,Male,Pants,Clothing,21,Louisiana,M,Turquoise,Winter,2.7,Bank Transfer,Free Shipping,2,PayPal,Weekly,VIP,Summer preperation,11,2
1090,40,Male,Backpack,Accessories,61,Arizona,M,Silver,Spring,3.8,Debit Card,Next Day Air,33,PayPal,Bi-Weekly,Loyal,Christmas present,7,4
1091,38,Male,Scarf,Accessories,58,Connecticut,M,Violet,Spring,4.2,Bank Transfer,Store Pickup,27,Cash,Fortnightly,New,Back to school,11,2
1092,44,Male,Sweater,Clothing,80,North Carolina,L,Lavender,Spring,4.7,Cash,Store Pickup,6,Credit Card,Fortnightly,Loyal,Back to school,27,9
1093,68,Male,Jewelry,Accessories,50,South Dakota,L,Magenta,Spring,4.1,Credit Card,2-Day Shipping,20,Venmo,Quarterly,VIP,Back to school,23,4
1094,60,Male,Sneakers,Footwear,48,Delaware,S,Indigo,Winter,4.2,PayPal,2-Day Shipping,46,Venmo,Every 3 Months,Loyal,Back to school,16,3
1095,25,Male,Jewelry,Accessories,40,Connecticut,M,Black,Winter,4.8,Credit Card,Next Day Air,25,Cash,Quarterly,Loyal,Back to school,6,3
1096,19,Male,Coat,Outerwear,34,Tennessee,S,Peach,Summer,3.0,Debit Card,Free Shipping,30,Bank Transfer,Quarterly,Loyal,Christmas present,14,9
1097,57,Male,Coat,Outerwear,46,New Hampshire,S,Beige,Fall,2.6,Credit Card,Standard,48,Credit Card,Annually,VIP,Christmas present,13,9
